"sample","gender","birthyear","Q3","Q4","Q5","Q5_o1","Q5b_1","Q5b_2","Q5b_3","Q5b_4","Q5b_5","Q5b_o1","Q5b_o2","Q5b_o3","Q5b_o4","Q5c","Q6","Q7","Q8","Q9","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q11","Q13a","Q13b","Q13c","Q14_1","Q15_1","rand_q16","Q16","Q17","Q18","rand_q19","Q19a","Q19b","Q20","Q21_01","Q21_02","Q21_03","Q21_04","Q21_05","Q21_06","Q21_07","Q21_08","Q21_09","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q21_15","Q21_16","Q22","Q23_A","Q23_B","Q23_C","Q23_D","Q23_F","Q23_I","Q23_M","Q23_O","Q23_V","Q23_Æ","Q23_Ø","Q23_Å","Q24_1","Q24_2","Q25_A","Q25_B","Q25_C","Q25_D","Q25_F","Q25_I","Q25_M","Q25_O","Q25_V","Q25_Æ","Q25_Ø","Q25_Å","Q26_A","Q26_V","Q26_C","Q26_M","Q27","Q28","Q29","Q30","Q31","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q36_1","Q36_2","Q36_3","Q36_4","Q36_5","Q36_6","Q36_7","Q37","Q38","Q39","Q40","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q42","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q44_1","Q44_2","Q45","Q46","Q47_1","Q47_2","Q47_3","Q47_4","Q47_5","Q47_6","Q47_7","Q47_8","Q47_9","Q47_10","Q47_11","Q48_1","Q49_1","Q49_2","Q49_3","Q49_4","Q49_5","Q49_6","Q49_7","Q49_8","Q49_9","Q49_10","Q49_11","Q49_12","Q49_13","Q49_14","Q49_15","Q49_16","Q49_17","Q49_18","Q50","Q51_1","Q51_2","Q51_3","Q51_4","Q51_5","Q51_6","Q51_7","Q51_8","Q51_9","Q51_10","Q51_11","Q51_12","Q51_13","Q51_14","Q51_15","Q51_16","Q51_17","Q51_18","Q52_1","Q52_2","Q52_3","Q52_4","Q52_5","Q52_6","Q52_7","Q52_8","Q52_9","Q52_10","Q52_11","Q52_12","Q53","Q54","Q55","Q55a_1","Q55a_2","Q55a_3","Q56","Q57","Q58","Q59","Q60_1","Q60_2","Q60_3","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q62_1","Q62_2","Q62_3","Q62_4","Q62_5","Q62_6","Q62_7","rand_q63","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q63_6","Q63_7","Q63_8","Q63_9","Q63_10","Q63_11","Q63_12","Q63_13","Q63_14","Q63_15","Q63_16","Q63_17","Q63_18","Q63_19","Q64_0","Q64_A","Q64_B","Q64_C","Q64_D","Q64_F","Q64_I","Q64_M","Q64_O","Q64_V","Q64_Æ","Q64_Ø","Q64_Å","rand_q65","Q65_0","Q65_A","Q65_B","Q65_C","Q65_D","Q65_F","Q65_I","Q65_M","Q65_O","Q65_V","Q65_Æ","Q65_Ø","Q65_Å","rand_q66","Q66_0","Q66_A","Q66_B","Q66_C","Q66_D","Q66_F","Q66_I","Q66_M","Q66_O","Q66_V","Q66_Æ","Q66_Ø","Q66_Å","rand_q67","Q67_0","Q67_A","Q67_B","Q67_C","Q67_D","Q67_F","Q67_I","Q67_M","Q67_O","Q67_V","Q67_Æ","Q67_Ø","Q67_Å","rand_q68","Q68_0","Q68_A","Q68_B","Q68_C","Q68_D","Q68_F","Q68_I","Q68_M","Q68_O","Q68_V","Q68_Æ","Q68_Ø","Q68_Å","rand_q69","Q69_0","Q69_A","Q69_B","Q69_C","Q69_D","Q69_F","Q69_I","Q69_M","Q69_O","Q69_V","Q69_Æ","Q69_Ø","Q69_Å","rand_q70","Q70_0","Q70_A","Q70_B","Q70_C","Q70_D","Q70_F","Q70_I","Q70_M","Q70_O","Q70_V","Q70_Æ","Q70_Ø","Q70_Å","Q71_01","Q71_02","Q71_03","Q71_04","Q71_05","Q71_06","Q71_07","Q71_08","Q71_09","Q71_10","Q71_11","Q71_12","Q71_13","rand_q72","Q72_1","Q72_2","Q72_3","Q72_4","Q72_5","Q72_6","Q72_7","Q72_8","Q72_9","Q72_10","Q73_01","Q73_02","Q73_03","Q73_04","Q73_05","Q73_06","Q73_07","Q73_08","Q73_09","Q73_10","Q73_11","Q73_12","Q73_13","Q73_14","Q73_15","Q74","Q74_o1","Q75","Q76","Q77","Q77_o1","Q78","Q79","Q80","Q81","Q82","Q83","Q84","Q85_1","Q85_2","Q85_3","Q85_4","Q85_5","Q85_6","Q85_7","Q85_8","Q85_9","Q85_10","Q86","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q94","Q95","Q96","Q97","Q98","Q99","Q100","Q101","Q102","Q103","Q104","Q105","starttidspunkt","sluttidspunkt","cawi_papi","startdato","slutdato","lenght","region","kommunekode","kommunenavn","alder_på_valgdag","kon","udd","alderkat","parti22","q98_simpel","q102_simpel","samlet_simpel","q98_udvidet","q102_udvidet","samlet_udvidet","q98_socio","q102_socio","samlet_socio","Q6_problem","Q7_problem","Q8_problem","Q9_problem","weight_1","weight_2","weight_3","weight_4","weight_5","Løbenummer"
1,2,1964,5,4,2,,,,,,,,,,,7,1,1,1,1,1,0,0,0,0,0,1,1,2,3,7,0,0,,1,3,2,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,5,1,0,7,3,5,0,2,0,3,2,10,2,10,1,1,0,9,2,,1,1,0,2,2,1,4,4,,3,,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,28,28,1,22,10,8,7,8,10,10,7,8,9,9,1,7,7,7,2,1,3,2,4,5,2,3,5,3,4,3,3,5,3,2,2,2,2,2,3,4,4,5,5,4,1,3,2,2,9,2,1,2,3,5,2,2,5,5,3,3,5,2,3,1,5,2,3,2,1,1,1,2,1,1,1,1,2,3,2,1,3,1,5,3,1,1,4,2,4,2,4,3,3,3,3,5,5,2,2,2,2,3,1,5,2,2,1,4,2,2,1,5,5,1,5,5,4,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,7,9,2,6,,9,6,9,1,6,0,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,1,1,,,1,,,,1,,1,,1,5,,,,,,,,,,,,,1,1,1,0,1,1,1,0,1,0,1,1,0,1,3,3,3,1,1,1,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,179,,22,1,20,4,4,6,4,1,1,4,5,1,4,5,3,4,4,4,4,4,1,1,2,,3,1,4,2,,,1,7,,,,1,1,1,2,1,"17:47:57","18:56:38","CAWI","2022-11-02","2022-11-02",68.6833333333333,2,360,"Lolland",58,2,3,4,1,6,3,3,9,5,5,32,133,133,291,650,614,622,1.43621182227882,1.14456209455218,1.41257848688166,1.20374197367751,1.0302575976287,236
1,2,1971,4,2,2,,,,,,,,,,,6,1,1,3,,0,0,0,1,0,0,3,2,,,0,,1,3,,,1,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,,,,,,1,,2,,,,5,5,,,,,,,,,,,,,,,,,2,,,31,3,1,,,,,,,,,,,,,,,,30,30,30,30,30,30,30,10,10,7,7,9,10,7,2,2,5,4,2,2,7,2,1,1,2,5,4,3,2,3,3,4,5,5,5,3,,,2,1,3,4,4,4,3,5,3,1,3,3,5,5,4,4,4,5,3,4,2,4,5,4,2,3,4,3,5,5,3,3,2,2,2,2,2,1,2,1,2,3,3,2,1,3,1,3,5,1,3,2,4,1,1,4,2,2,4,4,5,3,3,3,3,3,3,3,2,3,3,2,4,2,4,2,4,3,2,3,5,3,5,3,5,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,5,3,3,3,3,3,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,2,2,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,4,,6,7,2,4,4,3,1,4,1,2,2,4,2,4,3,,,,3,11,1,8,1,17,,1,3,1,2,2,,,,,,"10:28:57","11:30:44","CAWI","2023-01-14","2023-01-14",61.7833333333333,2,360,"Lolland",51,2,5,4,99,2,,2,2,,2,131,,131,600,633,3,9,0.701139684665575,1.14456209455218,0.8771458657348,0.799704347970679,1.0000000620276,2813
1,2,1972,5,4,1,1,1,1,1,1,0,0,0,0,1,5,1,1,1,1,0,0,0,1,0,0,3,2,,,7,1,0,,6,3,2,,5,2,,,,,,,,,,,,,,,,,6,5,3,1,1,7,2,0,3,2,,,,,,3,3,2,4,,,0,0,2,,,,3,3,,5,2,,,6,3,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6,6,,,,,,10,10,11,11,11,11,11,10,11,11,11,11,11,11,2,4,1,2,4,5,5,,5,3,4,,,5,2,,,2,,2,3,,3,,,,1,,3,,7,,,1,1,3,,,,,,,,,5,,,,,2,1,,,,,2,3,,5,,2,1,3,1,3,,2,1,1,3,3,,,1,1,3,3,,5,3,,,3,,3,,3,3,1,4,3,3,3,,,,,,,3,3,5,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,2,3,1,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,7,7,6,1,4,4,,,,4,4,,3,4,5,3,,1,1,,,11,1,6,1,5,,2,13,,,,1,1,1,3,,"18:49:44","19:32:44","CAWI","2023-01-17","2023-01-17",43,2,360,"Lolland",50,2,3,4,6,6,3,3,9,5,5,3,133,133,620,622,622,622,1.12068818783019,1.14456209455218,1.41257848688166,1.20374197367751,0.767696207824072,1175
1,1,1972,1,1,2,,,,,,,,,,,9,1,1,1,3,1,0,0,0,0,0,3,2,,,7,7,0,,33,3,2,,1,2,,,,,,,,,,,,,,,,,1,4,2,0,0,3,0,0,0,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,,,2,3,3,4,1,1,2,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,22,1,22,10,10,10,5,5,10,5,2,1,5,3,7,4,7,1,1,1,1,3,4,3,2,5,3,4,5,4,5,3,3,3,2,2,3,1,3,5,5,5,3,1,3,3,2,2,5,1,5,2,2,3,1,2,5,4,3,3,3,1,2,5,2,2,2,2,3,2,2,2,1,2,1,5,5,2,1,3,1,5,3,5,1,1,5,3,3,4,1,3,3,2,4,4,4,4,4,2,3,3,5,4,3,,3,2,4,3,5,5,1,5,5,1,4,3,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,8,12,6,4,4,2,1,1,1,1,3,3,1,4,5,1,1,2,,,1,3,4,,1,19,1,1,3,1,1,1,,,,,1,"16:34:24","17:01:19","CAWI","2023-01-25","2023-01-25",26.9166666666667,2,360,"Lolland",50,1,1,4,99,4,,4,7,,7,134,,134,291,620,614,3,1.17192599500314,1.1164263619317,1.57046913084778,1.46895930197386,1.0000000620276,2804
1,2,1974,2,3,1,3,0,0,0,0,1,,,,,9,1,1,1,3,1,1,1,0,0,0,2,1,2,3,5,5,0,,22,2,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,,6,6,0,8,6,6,6,8,0,0,0,9,0,0,6,9,0,9,9,8,6,10,0,0,5,4,3,1,1,22,2,,3,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,27,,9,4,1,28,10,10,8,8,10,10,3,3,3,5,5,3,7,9,1,1,1,1,5,2,5,3,,3,4,5,,4,3,2,2,2,2,3,4,2,2,3,2,2,1,1,3,5,6,2,2,2,1,1,,5,4,4,2,4,2,2,1,2,,,,1,2,5,1,2,1,1,1,1,5,3,1,1,2,1,5,,2,2,1,5,4,2,2,1,1,2,5,2,4,4,4,4,4,1,5,1,3,4,1,3,2,2,2,4,,5,1,2,5,2,1,5,5,1,2,0,,,,,,,,,,,,,,,,,,,,1,8,,,5,5,3,3,4,2,1,10,10,0,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,0,,,,,,,,,,,,,,1,,,,,,,5,,,,5,,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,1,30,,,6,5,4,4,2,2,1,2,2,2,4,4,4,3,2,1,2,3,,6,1,6,1,11,,1,3,1,3,4,,,,,27,"19:46:24","20:28:53","CAWI","2023-01-05","2023-01-05",42.4833333333333,2,360,"Lolland",48,2,3,3,22,2,,2,2,,2,133,,133,614,650,622,3,1.64973025741476,1.15814307883934,1.62989310495883,1.20374197367751,1.02200740748058,1962
1,2,1978,1,1,1,2,1,1,1,1,0,0,2,0,0,6,1,1,1,3,1,1,1,0,0,0,2,1,1,3,3,4,1,1,1,2,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,2,1,1,1,4,0,0,1,0,0,6,2,6,0,0,0,3,0,5,0,4,0,0,0,3,3,5,3,2,,,1,3,1,1,1,1,1,22,30,1,30,1,1,30,30,,30,30,1,,,30,1,1,30,5,11,11,11,5,11,11,1,11,11,11,11,11,11,3,1,1,2,3,3,5,2,4,3,3,3,3,3,4,3,3,2,2,3,3,4,3,3,3,3,1,2,4,3,5,3,3,3,3,2,3,2,3,3,3,2,3,4,2,3,5,2,2,1,1,1,3,3,3,3,3,3,5,,2,3,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,3,3,3,3,3,3,1,3,3,2,2,2,4,2,4,2,3,1,1,4,4,3,4,1,5,5,5,3,0,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,0,0,4,0,0,0,0,0,1,2,2,2,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,4,,,,,,5,5,5,5,5,5,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,20,6,6,6,7,4,3,3,1,3,3,3,3,2,4,2,2,3,2,,,2,3,1,2,1,6,,1,1,1,2,2,,,,,1,"19:47:04","20:16:18","CAWI","2023-01-16","2023-01-16",29.2333333333333,2,360,"Lolland",44,2,3,3,1,3,,3,4,,4,133,,133,631,650,620,3,1.64827961170054,1.15814307883934,1.62989310495883,1.20374197367751,1.0302575976287,199
1,1,1979,1,1,1,3,1,1,1,1,0,1,2,0,0,5,1,1,3,,0,1,0,0,0,0,3,2,,,3,2,1,1,1,1,2,,3,2,,,,,,,,,,,,,,,,,1,9,5,4,,7,,4,4,5,5,,,9,5,10,,4,6,7,,4,,4,6,,,2,4,3,3,1,1,1,,3,1,,,1,,,,22,,,,1,,,6,1,1,,,30,6,1,,10,11,7,5,5,9,11,1,3,4,3,6,7,8,2,2,1,2,4,2,5,2,5,3,3,4,,4,,3,3,2,2,3,2,5,3,,3,3,1,,3,,5,3,3,5,5,3,,1,4,3,5,2,3,2,,2,,,5,2,3,2,,3,3,2,2,,,,,,,1,,,5,1,3,2,3,3,2,3,3,5,5,3,2,2,2,2,2,3,2,5,2,3,,,3,,5,5,1,1,,5,3,2,2,5,,,,0,,,,,,,,,,,,,,,,,,,,3,5,3,3,,5,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,5,4,3,,3,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,22,,,6,10,6,7,4,2,1,2,,1,1,,3,3,3,1,,1,2,,,6,1,8,1,8,,1,2,1,1,3,,,,,1,"10:26:45","11:37:40","CAWI","2023-01-14","2023-01-27",,2,360,"Lolland",43,1,5,3,1,3,,3,4,,4,133,,133,650,250,3,9,1.74210770642335,2.19419152396066,1.70259149347479,0.799704347970679,1.0302575976287,665
1,1,1980,3,4,1,,,,,,,,,,,7,,,2,2,1,,,,,,2,1,2,2,5,7,,1,13,3,,1,,1,,,,,,,,,,,,,,1,,,15,7,2,5,2,6,4,5,2,5,2,4,3,6,4,7,0,3,2,7,5,6,3,5,3,3,3,4,3,4,3,2,,,1,3,,22,9,1,1,1,15,22,3,29,1,13,27,6,6,15,15,27,3,2,6,1,28,7,7,6,5,6,7,7,4,5,4,2,4,5,3,3,1,2,2,4,4,5,5,3,,4,4,4,4,3,2,2,1,2,2,2,3,2,3,2,2,1,3,3,4,1,2,2,3,2,2,2,3,3,3,4,2,3,2,2,2,5,1,3,,2,1,2,3,3,1,3,3,3,4,2,2,1,2,3,2,2,4,2,3,3,3,2,1,2,3,2,2,4,3,3,2,1,1,1,4,2,3,2,4,1,2,2,5,5,1,4,5,5,2,1,5,5,1,2,,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,5,4,4,,10,2,9,6,9,,9,0,0,,3,3,5,2,1,4,2,3,1,3,1,4,4,,2,3,3,2,2,4,2,3,3,2,2,4,4,,3,3,3,2,2,3,2,2,1,2,2,4,5,,3,4,4,1,1,4,2,3,1,2,1,4,4,,2,2,1,3,3,2,4,3,3,3,4,2,2,,4,3,2,2,2,3,2,3,3,4,5,2,2,1,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,1,,,,,,,,,,,,,1,,,175,1,22,,10,6,6,3,1,1,3,4,3,2,4,1,5,2,2,5,3,3,1,1,3,,2,1,3,2,,,1,1,,3,2,1,,4,2,,,,"PAPI",,,,2,360,"Lolland",42,1,3,3,13,5,3,3,8,4,4,135,133,133,654,660,3,3,2.41957961708821,2.19419152396066,2.74189756753337,1.20374197367751,0.950831173929923,1573
1,1,1981,2,4,2,,,,,,,,,,,7,2,,,,1,1,1,0,0,0,2,1,1,1,5,7,0,,4,2,2,,1,2,,,,,,,,,,,,,,,,,1,6,7,5,6,6,6,9,,4,1,3,,7,4,4,5,8,4,5,2,3,2,6,6,4,6,3,3,5,3,1,1,1,,2,2,1,4,4,15,15,4,3,22,22,22,2,1,2,22,4,1,1,4,6,9,15,9,6,8,9,9,7,7,8,6,7,6,5,8,6,5,1,2,3,3,4,3,4,2,3,3,5,3,4,2,2,4,4,2,2,5,4,3,5,3,2,3,3,4,4,3,5,3,4,4,3,2,2,5,2,4,2,3,1,3,4,4,5,4,4,1,4,4,3,5,5,2,1,3,3,3,3,3,3,3,4,4,3,4,4,5,3,3,4,3,5,2,3,,,4,3,4,4,3,2,3,3,4,2,2,5,2,3,3,5,3,4,4,4,4,4,3,5,3,4,1,1,,3,3,2,3,2,3,2,3,2,3,1,1,2,3,3,3,1,6,3,2,3,4,4,8,6,7,6,7,5,3,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,4,3,3,5,4,3,4,5,2,3,1,4,3,1,4,4,2,5,4,3,3,3,3,4,4,3,3,1,4,4,4,3,2,2,5,,4,4,1,2,3,1,4,3,4,5,5,3,4,2,2,2,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,6,6,,,11,11,4,4,3,3,2,5,4,3,2,3,4,2,2,2,1,2,,,2,8,1,4,1,2,,1,1,,5,2,,,,,11,"17:12:28","17:45:51","CAWI","2023-01-13","2023-01-13",33.3833333333333,2,360,"Lolland",41,1,3,3,4,6,,6,9,,9,3,,3,3,9,9,9,3.58828481629381,2.19419152396066,2.74189756753337,1.20374197367751,1.64978091999636,1053
1,1,1987,4,4,1,0,,,,,,,,,,9,,,,3,1,1,1,,,,2,1,1,3,3,2,,1,15,1,,3,,2,,,,,,,,,,,,,,,,,15,0,0,2,2,0,1,0,10,2,1,0,0,0,6,0,0,1,1,0,1,0,10,,6,0,0,5,3,3,5,1,15,1,,1,1,15,,15,,,15,,15,,,15,15,,15,15,15,15,,,,15,,,,,,,,,1,7,7,7,5,6,7,2,3,2,2,2,2,5,,2,1,,4,,3,3,2,2,1,2,3,,1,3,1,5,2,1,3,5,2,10,5,2,5,2,2,2,1,2,3,5,1,2,5,2,2,3,3,5,,2,2,,2,,1,2,2,5,,2,,2,1,3,2,2,2,1,4,2,2,4,1,1,1,5,3,2,3,4,4,3,1,5,1,5,5,2,4,2,4,2,4,2,4,1,2,5,3,1,5,4,,5,,2,2,2,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,9,3,5,,9,1,10,5,6,7,6,0,2,,1,5,,,1,4,,2,1,2,2,,,,5,,,,,,,,5,,,,,,3,2,3,2,2,3,3,2,2,2,2,5,4,,2,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,5,1,2,4,4,1,2,4,5,3,5,,,,,,,,,,,,,,,,,3,4,2,3,3,3,3,1,1,3,1,,,,,,,,,,,,,,,,175,,22,,30,5,5,6,2,3,4,4,5,1,4,5,1,3,4,5,2,3,2,,,3,2,4,,2,,,1,7,,,,2,,,,15,,,"PAPI",,,,2,360,"Lolland",35,1,1,2,15,6,,6,9,,9,32,,32,610,410,501,3,3.45918505011972,1.60764408111572,2.40580479384992,1.46895930197386,1.59570433876731,1815
1,2,1994,3,4,2,,,,,,,,,,,5,1,1,1,1,1,0,0,0,0,0,4,2,,,0,0,0,,1,1,2,,5,2,,,,,,,,,,,,,,,,,1,10,0,0,0,9,0,0,0,0,0,5,3,10,0,10,0,0,0,10,0,0,0,0,0,1,1,1,5,5,5,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,10,5,10,0,10,10,5,0,0,5,0,0,5,10,2,1,1,2,1,1,1,3,3,2,3,1,1,1,3,1,3,2,2,5,3,5,5,3,1,1,1,5,5,5,9,5,5,1,2,2,5,1,5,5,1,3,5,1,1,3,5,1,5,1,4,5,2,5,5,4,4,5,5,5,1,1,3,3,5,2,5,1,4,1,5,5,1,5,5,5,1,3,1,1,1,1,1,5,1,5,1,1,1,4,2,5,3,3,5,1,5,5,5,5,1,5,5,1,1,0,,,,,,,,,,,,,,,,,,,,6,1,5,7,8,3,8,7,9,8,9,2,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,5,1,1,5,1,2,3,1,1,5,5,0,,,,,,,,,,,,,,1,1,1,1,5,5,1,5,5,3,5,5,1,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,22,1,25,1,1,1,1,4,1,3,5,5,5,5,5,5,5,5,5,1,1,1,1,,10,,,1,11,,1,5,,,,1,1,1,3,1,"17:40:52","18:24:35","CAWI","2022-12-05","2022-12-05",43.7166666666667,2,360,"Lolland",28,2,1,1,1,7,3,3,10,5,5,31,133,133,650,845,200,210,1.61052893646477,0.9258240115258,1.34896382031125,1.46895930197386,1.0302575976287,703
1,2,1935,5,,,,,,,,,,,,,3,,,,,1,,,,,,2,1,2,1,6,3,,1,1,1,,2,,2,,,,,,,,,,,,,,,,,1,6,1,1,,,0,0,0,0,,2,0,9,0,9,1,0,0,7,0,0,0,2,0,3,0,1,3,3,5,1,1,1,6,3,1,,,,,1,,,1,,,,,,,,1,,,,,,,10,9,6,6,,9,9,9,9,,6,,4,9,2,1,2,2,4,4,,,3,3,3,3,,3,4,3,,2,2,2,1,1,4,5,5,,2,5,1,5,,4,2,5,5,4,2,5,5,,5,3,4,5,2,1,5,3,5,2,1,3,2,5,5,5,,,1,5,5,,5,3,5,5,5,1,4,2,2,1,1,,5,5,2,5,5,1,2,2,1,5,1,4,2,3,1,4,,1,1,5,5,1,,5,5,3,5,5,5,1,2,,3,1,3,1,3,1,3,,1,1,3,,1,1,3,,,,3,0,4,6,,10,3,10,10,10,10,10,2,,,3,4,3,2,1,3,1,,1,2,1,4,,,4,3,5,1,1,3,1,,,2,1,4,,,4,4,4,2,1,4,1,,1,2,1,4,,,5,4,4,1,1,4,1,,1,2,1,4,,,1,1,1,2,5,1,5,,,2,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,1,5,,3,,,,5,5,1,,,,,,,,,,,,,,,,179,1,22,,,3,3,1,1,4,1,1,,1,1,,,1,2,,,1,1,1,3,1,3,,,,,,1,16,,,,1,,,3,1,,,"PAPI",,,,2,370,"Næstved",87,2,1,6,1,6,5,5,9,8,8,2,135,135,631,650,770,790,1.59610148952629,1.12940829733144,1.45843372204678,1.46895930197386,1.0302575976287,473
1,1,1935,1,1,2,,,,,,,,,,,5,1,1,1,3,0,0,0,1,0,0,3,2,,,7,6,0,,13,1,2,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,6,4,4,7,10,6,9,2,2,6,6,7,4,4,6,3,4,8,2,4,8,2,2,3,3,3,2,2,,,3,3,1,27,13,13,30,30,30,3,30,30,13,30,30,,30,30,30,27,,29,30,30,,10,11,11,5,7,11,8,2,11,5,8,11,8,11,2,1,3,2,3,3,,3,3,3,3,4,4,,,3,4,2,2,3,3,3,3,,,3,1,2,4,,6,3,3,2,2,3,3,,3,,3,,3,3,2,3,,2,3,1,3,2,2,3,3,3,,3,,3,2,3,3,2,,3,3,3,2,4,,3,3,2,2,3,3,3,,3,3,3,2,2,5,2,2,2,2,4,3,,3,3,3,,2,2,3,3,,4,3,2,3,0,,,,,,,,,,,,,,,,,,,,5,4,3,5,3,3,4,5,2,4,4,1,1,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,179,,22,,,1,,1,1,4,3,3,5,3,2,5,5,2,4,5,2,,2,,,3,1,4,,2,,,1,9,,,,1,1,3,4,13,"15:15:40","16:08:18","CAWI","2022-11-02","2022-11-02",52.6333333333333,2,370,"Næstved",87,1,1,6,13,6,1,1,9,1,1,32,11,11,620,650,845,3,0.996572657745225,0.80719319096318,1.03647602325664,1.46895930197386,0.950831173929923,1528
